,0
331296,561.0
422331,609.0
18887,507.0
1213,565.0
445843,549.0
454527,564.0
342179,653.0
259316,539.0
184487,543.0
264351,554.0
311393,544.0
417899,600.0
238977,604.0
54700,519.0
307039,526.0
172727,482.0
136668,659.0
285653,563.0
259995,579.0
466263,583.0
163230,523.0
69419,511.0
308548,548.0
457826,584.0
462679,557.0
77570,613.0
338530,628.0
256446,561.0
433214,587.0
234723,528.0
90198,533.0
19721,520.0
361633,547.0
159190,541.0
332375,540.0
36544,525.0
200910,550.0
288521,592.0
380625,524.0
124264,580.0
101777,556.0
64230,540.0
315675,577.0
225933,524.0
288785,537.0
128637,564.0
215695,536.0
299672,581.0
122198,639.0
362398,583.0
90098,613.0
340306,563.0
254694,620.0
445705,512.0
396242,569.0
19335,538.0
77740,649.0
186771,573.0
92097,476.0
53585,557.0
174497,468.0
1787,558.0
5255,460.0
289562,648.0
16313,477.0
243898,570.0
335789,561.0
418383,521.0
345227,566.0
99159,597.0
91404,475.0
16512,511.0
425091,541.0
186204,525.0
124414,600.0
305761,611.0
317230,555.0
131162,512.0
184890,513.0
319429,603.0
102476,618.0
289176,552.0
298089,503.0
408420,512.0
233568,555.0
243033,586.0
397762,575.0
160310,641.0
346255,528.0
157016,505.0
27913,564.0
254882,510.0
373490,656.0
242331,585.0
277450,501.0
465159,520.0
160684,620.0
150545,521.0
204036,544.0
74571,665.0
125324,479.0
178475,485.0
129082,569.0
381460,529.0
423252,553.0
360609,520.0
866,558.0
314915,568.0
99148,610.0
85729,490.0
22569,529.0
145655,585.0
306109,622.0
393251,626.0
151564,565.0
343855,577.0
159707,524.0
155350,591.0
9064,530.0
100266,530.0
222420,523.0
222226,545.0
15449,493.0
121270,580.0
256118,569.0
186236,473.0
27077,528.0
366210,590.0
436461,587.0
337677,574.0
200569,538.0
279675,567.0
174293,550.0
420413,583.0
188571,622.0
419918,637.0
272235,561.0
441075,505.0
190000,562.0
366770,565.0
188114,569.0
393975,551.0
387912,584.0
351255,622.0
99396,543.0
459440,592.0
57523,484.0
84060,545.0
60044,538.0
424028,562.0
131061,514.0
462403,545.0
89152,571.0
180522,499.0
377448,523.0
129452,509.0
25628,502.0
388935,557.0
439855,562.0
97719,440.0
319217,500.0
173626,498.0
74037,555.0
292644,569.0
140056,491.0
279813,580.0
369574,507.0
360848,597.0
211062,524.0
339889,571.0
343117,559.0
434176,505.0
453474,542.0
382677,611.0
409169,553.0
335948,631.0
257129,532.0
2865,537.0
127834,438.0
399147,553.0
420322,489.0
350453,592.0
354353,535.0
174212,566.0
363530,544.0
358693,557.0
133065,479.0
338538,534.0
53539,492.0
102528,605.0
434733,508.0
381040,561.0
321641,590.0
34316,517.0
401945,616.0
255823,557.0
268476,535.0
295787,510.0
84796,567.0
131439,601.0
453865,550.0
416151,550.0
394375,561.0
229807,529.0
66604,583.0
229439,611.0
261463,578.0
224675,465.0
34583,476.0
164134,572.0
234754,569.0
9547,597.0
122163,501.0
342919,539.0
447995,558.0
270779,583.0
26244,506.0
354205,545.0
255291,572.0
316325,562.0
404603,516.0
284318,519.0
318927,588.0
177671,553.0
342988,567.0
216173,493.0
408756,615.0
51284,549.0
292473,550.0
217721,485.0
122131,557.0
119903,582.0
254390,574.0
400102,572.0
95289,582.0
281462,568.0
44330,572.0
130761,572.0
228506,537.0
92740,604.0
333247,578.0
237953,569.0
35287,503.0
138008,517.0
453476,535.0
272874,571.0
335408,526.0
414608,490.0
296866,602.0
149935,628.0
144743,639.0
208805,493.0
349167,561.0
243084,530.0
314645,555.0
60011,528.0
228458,483.0
388912,581.0
204849,554.0
420888,531.0
374313,584.0
393760,543.0
212377,491.0
294571,580.0
437401,578.0
88173,556.0
71797,656.0
185442,527.0
316563,530.0
150507,533.0
326523,558.0
190184,553.0
456257,553.0
67627,584.0
311679,541.0
366184,542.0
101996,597.0
49766,616.0
270849,555.0
400114,541.0
5099,512.0
399781,488.0
177321,566.0
11944,500.0
466021,461.0
370242,509.0
420339,527.0
460865,554.0
258245,555.0
156575,536.0
445008,584.0
398249,500.0
247253,553.0
172534,578.0
282837,558.0
458450,486.0
406035,492.0
248764,605.0
225468,576.0
365225,516.0
226343,536.0
135854,588.0
46887,520.0
422367,510.0
450084,573.0
184348,550.0
216113,589.0
457526,493.0
30058,520.0
32287,612.0
109206,568.0
146806,588.0
249626,582.0
174097,585.0
316212,565.0
463128,514.0
160358,445.0
167290,462.0
304965,571.0
107481,543.0
34774,540.0
315518,545.0
81062,609.0
328578,510.0
167488,498.0
394723,540.0
46914,613.0
96413,568.0
71870,633.0
29333,559.0
57168,555.0
448901,568.0
104819,503.0
21461,523.0
122557,565.0
201748,569.0
323997,553.0
260193,560.0
184779,487.0
296139,506.0
429342,501.0
23807,485.0
461258,532.0
133882,518.0
252282,618.0
8137,563.0
121040,559.0
131574,520.0
119296,489.0
323592,576.0
331989,561.0
107417,602.0
419792,551.0
359684,555.0
320623,504.0
135035,567.0
115416,605.0
399800,516.0
156427,588.0
266338,624.0
315001,619.0
390199,577.0
164998,522.0
8301,472.0
19897,518.0
391204,556.0
366624,552.0
263422,496.0
344682,520.0
134053,473.0
261905,515.0
431376,566.0
358806,534.0
22575,590.0
426440,563.0
372730,559.0
36593,514.0
200542,483.0
232134,650.0
49826,585.0
2875,494.0
437950,654.0
67725,486.0
171858,437.0
57551,592.0
64130,565.0
165591,503.0
305709,515.0
90640,574.0
400262,628.0
74914,527.0
316467,574.0
221737,471.0
55817,568.0
246536,629.0
91834,555.0
126534,478.0
36734,571.0
324143,591.0
454478,522.0
35354,564.0
419084,593.0
370647,611.0
433005,585.0
325740,574.0
210490,546.0
317196,486.0
148577,531.0
301272,591.0
332182,568.0
101427,599.0
171885,531.0
400311,555.0
13118,527.0
22857,568.0
132257,547.0
181108,519.0
111967,540.0
108799,565.0
239529,535.0
222852,522.0
147760,580.0
104718,600.0
456887,574.0
122133,598.0
162533,563.0
215725,549.0
304342,631.0
265408,503.0
127862,533.0
453700,554.0
108105,579.0
402647,536.0
277451,584.0
235976,579.0
140577,447.0
201,504.0
444884,519.0
218852,541.0
144207,501.0
242147,534.0
451577,533.0
152555,478.0
422035,575.0
358198,507.0
161740,606.0
220578,540.0
356161,559.0
90230,431.0
271628,501.0
452407,498.0
100567,510.0
289200,561.0
168642,481.0
17064,530.0
55180,548.0
87966,554.0
157556,599.0
413286,607.0
42225,573.0
142023,585.0
408262,521.0
218216,503.0
371233,588.0
418827,548.0
423541,558.0
356169,564.0
148894,615.0
14101,489.0
153410,633.0
220896,576.0
350838,567.0
464059,517.0
310506,591.0
338482,588.0
158291,557.0
46793,556.0
460503,573.0
79901,571.0
174800,479.0
201154,549.0
93910,556.0
206588,551.0
359883,505.0
120888,470.0
97339,629.0
207676,455.0
40029,484.0
115752,607.0
313503,634.0
13160,525.0
379383,576.0
132414,510.0
421265,543.0
106893,524.0
460325,576.0
372711,541.0
413121,571.0
283687,562.0
256546,560.0
19988,530.0
344261,498.0
120829,554.0
104423,552.0
388097,547.0
50211,502.0
370210,587.0
451256,433.0
81281,585.0
318234,528.0
235181,548.0
5192,479.0
268150,535.0
362407,516.0
222574,529.0
297616,614.0
78129,567.0
325802,499.0
90662,564.0
417689,485.0
151283,560.0
172472,611.0
272883,549.0
264314,531.0
182774,574.0
276618,525.0
262842,557.0
4434,496.0
31514,477.0
133551,482.0
238017,603.0
455488,576.0
234611,537.0
202879,473.0
457291,536.0
268996,559.0
340539,528.0
1496,590.0
213948,601.0
329386,539.0
141860,497.0
244965,593.0
397104,544.0
6162,559.0
35057,489.0
247315,566.0
429047,567.0
213617,533.0
267093,524.0
463921,502.0
222521,564.0
203558,538.0
79891,569.0
195033,621.0
223456,623.0
16376,546.0
220369,485.0
213062,470.0
102543,605.0
460579,449.0
199493,566.0
212683,505.0
163660,526.0
44880,616.0
194201,594.0
138840,546.0
147869,530.0
399381,580.0
41781,522.0
409470,578.0
190727,534.0
256628,561.0
155526,524.0
317030,492.0
311370,442.0
403747,561.0
108501,578.0
284241,609.0
254685,565.0
4941,496.0
440691,533.0
130859,588.0
67876,563.0
409402,545.0
305229,568.0
268024,581.0
203296,586.0
94253,574.0
186322,487.0
64259,442.0
352843,537.0
384199,495.0
395640,573.0
28219,520.0
274243,574.0
438466,532.0
90117,543.0
184550,517.0
29558,514.0
332308,538.0
301706,439.0
127925,502.0
64007,615.0
402628,512.0
397465,500.0
119310,496.0
191395,506.0
146274,552.0
6320,527.0
24825,528.0
37599,487.0
144544,527.0
152354,572.0
283057,469.0
39951,502.0
88703,628.0
416559,568.0
156179,536.0
351593,574.0
105006,551.0
137936,595.0
256460,564.0
308303,547.0
62356,575.0
40352,482.0
190747,474.0
321314,516.0
154152,477.0
306481,569.0
447827,565.0
245106,621.0
138197,548.0
438649,516.0
191958,547.0
340600,564.0
167202,614.0
203899,528.0
425022,544.0
45367,445.0
330714,541.0
31483,601.0
898,542.0
366622,564.0
224672,587.0
433288,459.0
67886,497.0
255947,532.0
354818,506.0
168947,553.0
392502,524.0
22187,539.0
278423,546.0
33603,502.0
220781,622.0
342262,551.0
167723,493.0
150101,605.0
301345,558.0
197189,482.0
76231,496.0
398260,579.0
287551,545.0
357698,552.0
152571,606.0
88663,547.0
19216,520.0
55321,555.0
455545,642.0
45461,539.0
7465,584.0
104625,609.0
447825,549.0
136385,485.0
177936,537.0
342934,542.0
54577,614.0
190501,551.0
79194,548.0
379500,503.0
66806,615.0
436334,562.0
15538,495.0
84948,503.0
275957,563.0
112572,594.0
281481,611.0
42879,504.0
253803,583.0
427316,593.0
386711,572.0
155245,556.0
76240,474.0
152596,504.0
158488,528.0
64465,552.0
403833,616.0
242086,562.0
384626,506.0
386762,627.0
116161,660.0
318414,551.0
89854,611.0
247082,559.0
204321,521.0
389795,593.0
159363,603.0
458396,548.0
80701,578.0
372526,523.0
79767,582.0
193696,509.0
334749,528.0
334195,508.0
313232,585.0
66438,488.0
260627,562.0
385839,559.0
234487,622.0
327612,536.0
124557,550.0
380728,569.0
55576,524.0
457623,553.0
445615,551.0
172509,593.0
245327,526.0
22370,527.0
269488,571.0
47767,539.0
388503,542.0
237108,580.0
2552,678.0
226741,546.0
34809,567.0
295132,575.0
15243,546.0
194616,556.0
161038,564.0
244531,558.0
155801,544.0
394339,546.0
287877,551.0
59826,514.0
6092,439.0
275677,580.0
76956,560.0
340185,534.0
68494,639.0
285249,574.0
425975,523.0
7912,523.0
41119,452.0
80782,503.0
20341,511.0
348994,499.0
299189,603.0
169592,605.0
340872,548.0
288825,522.0
260873,556.0
64971,571.0
394882,549.0
424259,630.0
137048,487.0
106503,575.0
388089,560.0
143134,601.0
459378,523.0
123039,483.0
248009,575.0
325136,505.0
21523,524.0
225353,548.0
225989,488.0
172226,437.0
77152,427.0
408293,510.0
6255,524.0
33410,552.0
204145,424.0
191110,477.0
76643,527.0
446382,482.0
15387,495.0
239777,564.0
35539,541.0
86345,467.0
133889,604.0
196227,536.0
121770,617.0
298088,573.0
115615,451.0
54559,648.0
365860,544.0
135806,510.0
380948,573.0
263724,556.0
402911,591.0
427851,546.0
264276,559.0
85810,538.0
341014,500.0
50720,465.0
402982,637.0
359278,641.0
375527,515.0
210637,559.0
413819,564.0
368796,549.0
23850,541.0
71137,563.0
185044,512.0
100728,560.0
203319,501.0
16995,502.0
19343,490.0
197373,628.0
20665,498.0
197363,525.0
88549,550.0
367251,620.0
403372,546.0
15819,542.0
251718,596.0
195729,511.0
352490,539.0
26883,497.0
6887,518.0
149187,501.0
135036,474.0
237548,578.0
216485,556.0
122153,526.0
34861,520.0
275151,560.0
392787,606.0
35035,571.0
22810,550.0
161282,495.0
381714,496.0
149672,507.0
402129,584.0
285829,576.0
278430,556.0
89447,569.0
174979,475.0
71202,558.0
464471,568.0
288288,622.0
125529,468.0
203657,497.0
80553,549.0
141734,547.0
330286,568.0
354093,556.0
438403,491.0
322090,577.0
359078,560.0
125744,530.0
243594,553.0
89839,628.0
32764,519.0
398594,612.0
65552,592.0
245492,572.0
19847,518.0
436510,498.0
318128,613.0
365325,536.0
315843,532.0
354431,514.0
309536,512.0
207681,502.0
367939,610.0
205434,557.0
167674,490.0
330298,561.0
23191,523.0
300938,576.0
303904,499.0
326787,619.0
397586,501.0
426431,650.0
49727,603.0
260977,553.0
296985,540.0
399591,496.0
222668,509.0
355151,526.0
132659,514.0
277434,533.0
417039,539.0
302937,526.0
215223,459.0
258009,574.0
78324,594.0
262508,540.0
101692,570.0
287298,550.0
197301,495.0
363688,528.0
88126,522.0
267462,522.0
130777,526.0
205944,542.0
298657,575.0
226754,533.0
197707,537.0
33537,472.0
26627,508.0
262364,562.0
39335,579.0
172548,524.0
177914,481.0
238317,648.0
424938,557.0
70907,495.0
434583,605.0
151003,650.0
295750,605.0
275038,629.0
423945,574.0
296219,565.0
62395,494.0
393147,590.0
277674,626.0
306655,559.0
452811,498.0
89079,569.0
255545,550.0
223575,612.0
46284,542.0
356375,570.0
292920,566.0
250468,551.0
242444,540.0
170351,552.0
194510,440.0
195375,528.0
279644,537.0
291122,643.0
377060,560.0
239875,564.0
137795,515.0
306147,552.0
201803,486.0
246826,482.0
176519,504.0
232192,558.0
70159,481.0
235593,609.0
316444,591.0
427200,572.0
346635,577.0
186177,492.0
264569,542.0
192323,502.0
9573,550.0
306391,558.0
161788,580.0
230779,547.0
428651,512.0
252799,559.0
263279,540.0
4647,562.0
348319,557.0
13428,513.0
404723,608.0
161243,649.0
410193,571.0
174636,505.0
28607,543.0
174768,556.0
199394,501.0
356122,530.0
62320,546.0
7893,468.0
402910,506.0
152890,551.0
363616,589.0
330080,551.0
108368,623.0
379982,528.0
206121,503.0
267421,551.0
161513,556.0
432443,590.0
299536,566.0
462275,532.0
186487,519.0
338118,583.0
265472,580.0
6113,485.0
17301,565.0
256309,581.0
331181,573.0
165554,539.0
74113,611.0
53850,625.0
262310,533.0
314012,509.0
109514,529.0
272224,533.0
269260,558.0
145122,499.0
442597,559.0
175279,623.0
375013,561.0
438884,606.0
418319,621.0
227974,581.0
61442,484.0
271602,515.0
422167,500.0
14323,556.0
48316,559.0
281448,497.0
69771,627.0
276163,498.0
408686,531.0
33434,525.0
222633,585.0
403678,601.0
421236,610.0
168650,496.0
295330,578.0
85962,582.0
99938,502.0
188133,496.0
22434,557.0
208855,499.0
18909,517.0
45141,555.0
111934,516.0
362909,555.0
31836,522.0
6861,620.0
300154,553.0
13279,506.0
250834,498.0
352307,501.0
341767,643.0
348421,556.0
387576,541.0
370447,594.0
275200,575.0
111857,498.0
459535,634.0
25428,507.0
256316,509.0
445357,528.0
338424,570.0
426764,574.0
231834,601.0
385050,590.0
128277,613.0
242552,599.0
18361,480.0
12381,514.0
155928,477.0
300409,565.0
154911,558.0
118986,602.0
210033,476.0
326924,587.0
66963,549.0
342075,548.0
50899,563.0
114478,579.0
141043,577.0
275606,548.0
324523,561.0
23674,579.0
127411,538.0
266794,555.0
395478,536.0
162980,491.0
142787,592.0
380767,626.0
5350,523.0
58341,533.0
283533,582.0
248205,569.0
180264,607.0
459423,567.0
343928,561.0
211035,501.0
145124,619.0
288159,626.0
143708,487.0
425333,551.0
315063,561.0
369532,562.0
261238,563.0
371617,547.0
434837,509.0
159570,599.0
247504,609.0
432750,539.0
497,560.0
49216,574.0
154327,597.0
324675,582.0
238453,540.0
114838,555.0
384865,563.0
178122,543.0
282333,593.0
307885,589.0
417961,531.0
44339,538.0
190102,537.0
27789,618.0
202030,506.0
399012,566.0
382615,565.0
59419,495.0
71961,514.0
134760,596.0
373930,558.0
331695,626.0
265728,555.0
377352,591.0
433359,553.0
247353,558.0
171678,544.0
163519,495.0
207994,503.0
310563,546.0
268956,560.0
209252,494.0
29928,502.0
126264,534.0
201726,530.0
69976,664.0
118238,599.0
197961,527.0
274416,550.0
200098,555.0
376456,494.0
43061,507.0
28247,503.0
197235,571.0
38153,494.0
358445,553.0
369609,558.0
435035,499.0
29581,559.0
276505,565.0
188205,521.0
2129,531.0
320555,572.0
307285,549.0
447657,611.0
335822,505.0
403548,566.0
101520,542.0
439142,606.0
339589,496.0
372578,536.0
322445,574.0
420808,521.0
25375,513.0
126908,622.0
67153,568.0
12999,549.0
186209,527.0
376743,566.0
256122,582.0
341785,531.0
65114,484.0
32363,529.0
108205,557.0
99872,559.0
366470,545.0
463376,501.0
220726,528.0
224538,538.0
7814,529.0
337903,564.0
292752,551.0
255918,579.0
440626,623.0
176459,578.0
348095,647.0
276370,561.0
8259,491.0
151769,507.0
224820,532.0
148404,495.0
255453,528.0
250375,564.0
309864,572.0
104016,458.0
150235,625.0
250628,494.0
244749,592.0
294200,598.0
49617,561.0
21593,525.0
229458,558.0
192716,588.0
359409,544.0
435295,566.0
204300,549.0
435783,494.0
368033,576.0
75688,545.0
161194,596.0
103097,503.0
142898,576.0
207535,587.0
73800,625.0
309539,652.0
64531,486.0
90593,459.0
288394,512.0
133633,574.0
119323,586.0
69036,591.0
86127,572.0
92023,555.0
225230,516.0
406421,499.0
101123,553.0
383519,516.0
303716,564.0
323737,600.0
59788,503.0
165856,489.0
169056,629.0
245414,568.0
329125,503.0
439745,606.0
424331,626.0
252369,542.0
62979,598.0
34339,481.0
445739,539.0
327735,642.0
365033,542.0
28788,532.0
304092,583.0
465809,567.0
356499,549.0
144679,505.0
176444,557.0
334624,618.0
204529,492.0
196474,625.0
400166,490.0
157727,528.0
422910,603.0
154801,547.0
386571,579.0
355274,524.0
233520,615.0
299812,611.0
179863,543.0
262898,598.0
186297,542.0
232828,570.0
360881,528.0
235111,522.0
290075,583.0
376414,627.0
332382,575.0
240779,584.0
237902,558.0
446526,571.0
165927,484.0
188627,531.0
437734,513.0
347771,589.0
120543,543.0
52025,541.0
238094,576.0
342678,519.0
287226,571.0
68266,535.0
650,490.0
460854,569.0
238687,575.0
299487,570.0
401640,541.0
58581,549.0
66463,611.0
173530,518.0
444424,649.0
27914,531.0
24438,568.0
288947,520.0
214570,591.0
313200,592.0
278539,582.0
432525,504.0
215122,536.0
136043,552.0
402066,581.0
263802,588.0
136572,603.0
297698,575.0
245587,532.0
325269,607.0
210610,534.0
23697,511.0
153501,541.0
200517,533.0
79186,565.0
103438,554.0
343059,583.0
156617,579.0
48501,545.0
312722,573.0
120897,566.0
214849,607.0
273296,531.0
216239,539.0
212760,485.0
382445,547.0
300737,588.0
435592,570.0
112361,574.0
223929,510.0
399501,544.0
361811,535.0
305511,479.0
426181,484.0
389507,608.0
164025,630.0
438532,569.0
387659,485.0
39966,484.0
420629,506.0
197723,506.0
62882,508.0
270117,569.0
76671,546.0
51267,541.0
223689,484.0
293811,540.0
393497,544.0
325083,501.0
244998,614.0
452464,482.0
230794,541.0
114972,607.0
375952,571.0
28751,504.0
444606,563.0
344086,575.0
392555,532.0
314556,540.0
399600,568.0
306221,594.0
181370,510.0
39291,530.0
288887,539.0
288369,550.0
180131,555.0
166775,549.0
200481,490.0
424,489.0
182755,536.0
320676,565.0
255926,568.0
235258,549.0
187503,469.0
338452,494.0
245771,536.0
359127,586.0
59999,515.0
309953,562.0
133099,513.0
456814,512.0
259342,547.0
391554,568.0
79731,682.0
291121,564.0
462457,557.0
300138,644.0
300659,510.0
24559,539.0
333420,554.0
391638,493.0
304600,566.0
332627,528.0
64662,566.0
314322,586.0
130287,517.0
41031,476.0
243618,557.0
70282,660.0
89659,511.0
208749,518.0
93100,438.0
195909,580.0
60767,608.0
240224,545.0
108782,555.0
83614,597.0
346306,541.0
240666,483.0
446039,585.0
142820,570.0
426241,561.0
349792,535.0
29647,502.0
326764,473.0
149825,529.0
199958,494.0
22908,557.0
290559,597.0
445286,574.0
145627,455.0
40892,558.0
418149,587.0
354023,569.0
72492,544.0
258064,542.0
354525,564.0
443265,591.0
390453,454.0
377993,550.0
320813,561.0
321302,552.0
100546,534.0
70503,560.0
165265,565.0
174742,643.0
366876,495.0
245615,579.0
203100,566.0
317799,547.0
3586,457.0
233060,591.0
316742,529.0
256650,562.0
77888,523.0
396545,567.0
122109,546.0
282681,571.0
4870,557.0
173286,583.0
286133,612.0
219092,507.0
92895,601.0
141123,443.0
167021,538.0
143617,600.0
320519,582.0
410845,525.0
150490,665.0
321124,518.0
460577,569.0
337612,570.0
411359,541.0
177402,555.0
133649,494.0
176565,543.0
43704,546.0
131384,500.0
234825,516.0
5800,535.0
166910,536.0
310022,531.0
212503,557.0
402939,626.0
152597,491.0
235263,536.0
64241,565.0
267615,569.0
388823,569.0
452389,546.0
220130,580.0
292786,598.0
279824,574.0
195369,517.0
132431,475.0
404110,546.0
272693,586.0
125971,554.0
373763,539.0
52904,539.0
57688,493.0
360550,541.0
271994,492.0
266413,560.0
224068,521.0
431918,488.0
116791,493.0
366012,573.0
431382,537.0
457078,552.0
330528,493.0
33155,577.0
59711,552.0
259955,567.0
155978,484.0
77541,548.0
303646,608.0
64836,597.0
316523,517.0
347995,557.0
146001,523.0
415232,555.0
397136,550.0
120448,536.0
259800,558.0
74862,469.0
1682,574.0
261585,571.0
251336,559.0
268250,555.0
453153,546.0
109957,478.0
267973,567.0
456985,613.0
253161,560.0
140831,586.0
264023,594.0
90073,509.0
355258,605.0
125103,556.0
437748,491.0
337599,575.0
341405,547.0
299979,562.0
345967,596.0
33274,614.0
388154,558.0
321377,568.0
175744,443.0
160785,498.0
365997,576.0
368549,542.0
185829,552.0
233038,553.0
328323,541.0
327250,642.0
138453,464.0
241917,539.0
358511,506.0
135375,513.0
350730,574.0
285155,557.0
97175,513.0
281788,501.0
329972,641.0
271157,584.0
78344,528.0
178081,559.0
104602,612.0
382165,583.0
142205,598.0
138568,587.0
147856,427.0
86590,516.0
335090,539.0
370697,495.0
288386,571.0
436282,613.0
296218,578.0
258901,557.0
458415,573.0
320374,445.0
237997,562.0
310199,553.0
429621,585.0
30373,506.0
465965,557.0
201189,608.0
42298,487.0
389591,630.0
100746,535.0
328821,618.0
86909,538.0
366057,550.0
119037,514.0
392269,598.0
233325,592.0
1278,549.0
391320,580.0
134846,519.0
297705,510.0
206118,592.0
165696,516.0
320072,514.0
113677,507.0
154891,564.0
64087,614.0
103002,528.0
154248,599.0
108147,467.0
458086,615.0
181723,611.0
60085,560.0
249595,597.0
28870,522.0
390575,594.0
465476,610.0
329020,572.0
192987,494.0
38555,473.0
340606,444.0
104249,503.0
22506,584.0
421089,554.0
134651,568.0
323220,576.0
339506,559.0
141699,565.0
255753,562.0
293173,565.0
112694,629.0
369085,573.0
24487,592.0
232941,617.0
111150,625.0
346611,571.0
409502,559.0
288299,563.0
64833,580.0
321417,535.0
114704,569.0
393996,544.0
184619,569.0
232121,638.0
142712,501.0
91290,533.0
378260,557.0
54906,544.0
284532,570.0
37702,546.0
211625,537.0
257098,580.0
229884,562.0
115353,650.0
355954,495.0
396526,586.0
398539,531.0
292902,600.0
69411,547.0
48568,608.0
103845,616.0
422389,545.0
454177,583.0
145060,492.0
324971,552.0
381193,542.0
452592,585.0
273993,549.0
336939,576.0
229072,500.0
175405,624.0
209866,484.0
231786,533.0
236667,600.0
340990,564.0
430,506.0
461281,603.0
198588,566.0
349412,587.0
402340,518.0
266577,561.0
106801,584.0
175634,576.0
402385,512.0
280711,581.0
461681,524.0
9204,602.0
114990,578.0
342868,514.0
445441,647.0
350642,654.0
124126,498.0
195157,538.0
12651,604.0
457911,549.0
360831,570.0
414501,626.0
187720,523.0
397657,567.0
224242,561.0
1911,505.0
213454,625.0
166646,507.0
425548,558.0
34793,526.0
45086,557.0
455512,543.0
229612,571.0
336232,568.0
367935,569.0
10736,488.0
260821,610.0
462904,551.0
278746,588.0
235244,527.0
62004,549.0
394610,528.0
150557,538.0
107381,605.0
351666,630.0
48264,549.0
418687,498.0
156348,570.0
212200,546.0
209353,580.0
1567,511.0
406553,589.0
90672,557.0
446170,518.0
245017,515.0
402047,507.0
341322,590.0
219064,521.0
397854,565.0
54783,547.0
308993,567.0
6395,570.0
400122,561.0
361073,537.0
195007,548.0
255536,538.0
325491,579.0
211171,517.0
186048,548.0
422314,520.0
286926,575.0
32001,542.0
189139,508.0
54565,568.0
101897,560.0
399957,539.0
387527,573.0
294485,505.0
370712,538.0
171138,586.0
192461,533.0
197328,501.0
34267,541.0
334160,554.0
332349,534.0
444134,566.0
249414,576.0
39872,508.0
461842,547.0
444333,574.0
289072,571.0
456566,536.0
195750,535.0
434307,510.0
128741,555.0
348144,562.0
113627,502.0
119232,494.0
199197,600.0
117127,533.0
318117,527.0
279844,505.0
265927,484.0
194481,520.0
310248,638.0
3779,489.0
386882,560.0
28912,492.0
48365,553.0
431228,447.0
85284,565.0
347053,582.0
399639,540.0
451827,635.0
279610,600.0
347290,572.0
117035,570.0
262762,571.0
6720,588.0
262450,533.0
252052,527.0
150909,464.0
344380,577.0
362107,562.0
263699,580.0
250063,559.0
189043,552.0
161229,549.0
212220,530.0
17763,532.0
3959,512.0
167990,480.0
185275,541.0
191065,546.0
118558,484.0
375392,598.0
75496,647.0
42232,527.0
343014,513.0
437386,533.0
369538,498.0
406293,560.0
361747,622.0
88671,564.0
367881,566.0
248675,629.0
370867,607.0
330178,539.0
391493,543.0
87167,546.0
192662,529.0
257647,534.0
106848,546.0
340603,568.0
180987,529.0
137255,583.0
187372,549.0
299081,579.0
257872,556.0
437169,483.0
167090,563.0
151946,505.0
288920,591.0
460851,505.0
89686,528.0
19363,489.0
253718,648.0
403687,574.0
406397,558.0
245012,539.0
4212,584.0
460659,565.0
334292,550.0
398189,561.0
286185,556.0
406193,625.0
242846,617.0
406603,535.0
380997,560.0
303177,544.0
222423,529.0
59144,578.0
361081,576.0
123142,486.0
131335,538.0
385479,566.0
175275,601.0
59602,499.0
448060,581.0
132455,464.0
194646,569.0
31841,486.0
337979,594.0
264143,568.0
442545,548.0
334521,561.0
277940,557.0
121049,580.0
376374,470.0
147023,661.0
38625,479.0
249634,528.0
299187,540.0
197452,507.0
236339,560.0
65461,551.0
24714,556.0
302668,603.0
332367,497.0
343850,561.0
163291,538.0
427341,572.0
14884,528.0
309037,503.0
205408,545.0
197934,535.0
363207,499.0
232080,606.0
26713,486.0
465622,491.0
449066,614.0
186017,538.0
205507,534.0
154072,597.0
145637,499.0
155394,558.0
60763,573.0
84696,593.0
228999,577.0
182473,633.0
262782,579.0
46400,538.0
452683,581.0
188809,579.0
413070,593.0
48026,563.0
437831,599.0
260234,567.0
463497,582.0
310755,551.0
72746,564.0
304914,517.0
293413,572.0
85079,509.0
251532,552.0
52444,530.0
448792,587.0
113829,557.0
96170,644.0
384448,535.0
142982,506.0
311053,556.0
242974,560.0
4548,541.0
178228,571.0
347148,565.0
12836,520.0
101369,592.0
99068,462.0
181339,623.0
109131,667.0
309763,526.0
372960,573.0
237092,558.0
221944,571.0
216506,572.0
168499,583.0
13930,486.0
7613,494.0
242449,562.0
119543,595.0
50806,625.0
312235,577.0
321919,570.0
390144,641.0
366202,576.0
130723,499.0
152630,526.0
80697,552.0
132638,499.0
269035,587.0
175702,544.0
156419,511.0
350417,569.0
315766,598.0
205498,517.0
393825,606.0
103054,531.0
76513,532.0
63241,521.0
293243,496.0
451347,603.0
104387,628.0
97271,646.0
407531,556.0
28649,537.0
45952,551.0
29913,526.0
337007,561.0
40421,492.0
143024,609.0
192409,528.0
17590,516.0
191801,508.0
326217,595.0
45884,474.0
164793,488.0
368341,570.0
128663,571.0
332467,627.0
430287,545.0
61570,548.0
343983,592.0
341675,534.0
447413,558.0
426367,534.0
375604,571.0
170006,448.0
349090,582.0
241951,510.0
427023,517.0
148841,574.0
163704,600.0
430499,576.0
79473,550.0
265015,567.0
327169,599.0
379128,551.0
427683,504.0
29408,519.0
245505,575.0
382599,495.0
227234,538.0
435464,552.0
358881,578.0
70743,516.0
175018,579.0
435949,567.0
378168,545.0
432055,604.0
31336,501.0
